Code Classe;Code Groupe;Code Division;Code Sous-section;Code Section;Section;Sous-section;Division;Groupe;Classe
43.99B;43.99;43.9;43;F;Construction;Travaux de construction spécialisés;Autres travaux de construction spécialisés;Autres travaux de construction spécialisés n.c.a.;Travaux de montage de structures métalliques
43.99C;43.99;43.9;43;F;Construction;Travaux de construction spécialisés;Autres travaux de construction spécialisés;Autres travaux de construction spécialisés n.c.a.;Travaux de maçonnerie générale et gros œuvre de bâtiment
43.99D;43.99;43.9;43;F;Construction;Travaux de construction spécialisés;Autres travaux de construction spécialisés;Autres travaux de construction spécialisés n.c.a.;Autres travaux spécialisés de construction
43.99E;43.99;43.9;43;F;Construction;Travaux de construction spécialisés;Autres travaux de construction spécialisés;Autres travaux de construction spécialisés n.c.a.;Location avec opérateur de matériel de construction
45.11Z;45.11;45.1;45;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Commerce de véhicules automobiles;Commerce de voitures et de véhicules automobiles légers;Commerce de voitures et de véhicules automobiles légers
45.19Z;45.19;45.1;45;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Commerce de véhicules automobiles;Commerce d'autres véhicules automobiles;Commerce d'autres véhicules automobiles
45.20A;45.20;45.2;45;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Entretien et réparation de véhicules automobiles;Entretien et réparation de véhicules automobiles;Entretien et réparation de véhicules automobiles légers
45.20B;45.20;45.2;45;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Entretien et réparation de véhicules automobiles;Entretien et réparation de véhicules automobiles;Entretien et réparation d'autres véhicules automobiles
45.31Z;45.31;45.3;45;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Commerce d'équipements automobiles;Commerce de gros d'équipements automobiles;Commerce de gros d'équipements automobiles
45.32Z;45.32;45.3;45;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Commerce d'équipements automobiles;Commerce de détail d'équipements automobiles;Commerce de détail d'équipements automobiles
45.40Z;45.40;45.4;45;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Commerce et réparation de motocycles;Commerce et réparation de motocycles;Commerce et réparation de motocycles
46.11Z;46.11;46.1;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Intermédiaires du commerce de gros;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis
46.12A;46.12;46.1;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Intermédiaires du commerce de gros;Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques;Centrales d'achat de carburant
46.12B;46.12;46.1;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Intermédiaires du commerce de gros;Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques;Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques
46.13Z;46.13;46.1;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Intermédiaires du commerce de gros;Intermédiaires du commerce en bois et matériaux de construction;Intermédiaires du commerce en bois et matériaux de construction
46.14Z;46.14;46.1;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Intermédiaires du commerce de gros;Intermédiaires du commerce en machines, équipements industriels, navires et avions;Intermédiaires du commerce en machines, équipements industriels, navires et avions
46.15Z;46.15;46.1;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Intermédiaires du commerce de gros;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie
46.16Z;46.16;46.1;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Intermédiaires du commerce de gros;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir
46.17A;46.17;46.1;46;G;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Intermédiaires du commerce de gros;Intermédiaires du commerce en denrées, boissons et tabac;Centrales d'achat alimentaires
